entityid,timestamp,notes
626169,20200629172409,Good
626169,20201230231534,Good
626169,20210629205825,Good
626169,20211010234509,Good
654729,20110609083205,Good
654729,20110624083640,Good
654729,20111230233457,"['1]);', '})();', '})();']"
654729,20120628160756,"['1]);', '})();', ""'text/javascript';"", '})();']"
654729,20121230095955,"['1]);', '})();', ""'text/javascript';"", '})();', '})();']"
654729,20130629053143,"['})();', '})();', '})();', '})();', '})();', '})();']"
654729,20131230201238,"['})();', '(function', '})();', '})();', '(function', '()', '})();', '})();', '})();', '(function']"
654729,20140629174042,"['})();', '(function', '})();', '(function', '()', '})();', '})();', '})();', '(function']"
654729,20141230184922,"['})();', '(function', '})();', '})();', '})();', '(function']"
654729,20150323033010,"['})();', '(function', '})();', '})();', '})();', '(function']"
632577,20130816071348,"['()', '()', ""'text/javascript';"", 's);', '})();', '(function', '()']"
632577,20140208214551,"['()', ""'text/javascript';"", 's);', '})();', '(function', '()']"
632577,20140712090746,"['()', ""ga('create',"", ""ga('send',"", ""'pageview');"", '(function', '()']"
632577,20150217080540,"['()', ""ga('create',"", ""ga('send',"", ""'pageview');"", '(function', '()']"
632577,20150810031801,"['()', ""ga('create',"", ""ga('send',"", ""'pageview');""]"
632577,20160220201519,['()']
632577,20160820234626,"['})();', '})();', '})();']"
632577,20170221094532,"['})();', '})();']"
632577,20170830231135,"['})();', '})();']"
632577,20180227230538,"['})();', '})();', '})(window,', ""'script',""]"
632577,20180830042549,"['})();', '})();', '})(window,', ""'script',""]"
632577,20190227072009,"['})();', '})();', '})(window,', ""'script',""]"
632577,20190830061221,Good
632577,20200228171306,"['const', 'const']"
632577,20200830234646,SmallBody
632577,20210227233040,SmallBody
632577,20210606223633,SmallBody
100312,20040925235057,Good
100312,20050211090042,Good
100312,20050829170539,Good
100312,20060221014425,Good
100312,20060821233607,Good
100312,20070216165850,Good
100312,20070826170940,Good
100312,20080215134004,Good
100312,20080828000017,Good
100312,20090210153214,Good
100312,20100830063234,Good
100312,20110207165459,Good
100312,20110726004025,Good
100312,20120119074935,Good
100312,20120822142547,Good
100312,20121227093142,Good
100312,20130824003205,"['(function', '()', ""'text/javascript';"", 's);', '})();', '()', '()']"
100312,20140208014246,"['(function', '()', ""'text/javascript';"", 's);', '})();', '_paq', '_paq', '(function', '()', 'g.type', 'g.defer', 'g.async', 'g.src', 's.parentNode.insertBefore(g,', 's);', '})();']"
100312,20140819082513,"['(function', '()', ""'text/javascript';"", 's);', '})();', '_paq', '_paq', '(function', '()', 'g.type', 'g.defer', 'g.async', 'g.src', 's.parentNode.insertBefore(g,', 's);', '})();']"
100312,20150227215801,"['(function', '()', ""'text/javascript';"", 's);', '})();', '_paq', '_paq', ""_paq.push(['trackPageView']);"", ""_paq.push(['enableLinkTracking']);"", ""_paq.push(['setTrackerUrl',"", ""_paq.push(['setSiteId',"", '1]);', '})();']"
100312,20150814021613,"['(function', ""i['GoogleAnalyticsObject']"", 'r;', 'i[r]', 'i[r]', '()', '(i[r].q', 'i[r].q', '[]).push(arguments)', 'i[r].l', 'Date();', 's.createElement(o),', 's.getElementsByTagName(o)[0];', 'a.async', 'a.src', 'g;', 'm.parentNode.insertBefore(a,', '})(window,', ""'script',"", ""'ga');"", ""ga('create',"", ""'UA-36441709-1',"", ""'auto');"", ""ga('send',"", ""'pageview');"", '_paq', '_paq', ""_paq.push(['trackPageView']);"", ""_paq.push(['enableLinkTracking']);"", '(function', '()', ""_paq.push(['setTrackerUrl',"", ""'piwik.php']);"", ""_paq.push(['setSiteId',"", '1]);', ""d.createElement('script'),"", ""d.getElementsByTagName('script')[0];"", 'g.type', ""'text/javascript';"", 'g.async', 'g.defer', 'g.src', ""'piwik.js';"", 's.parentNode.insertBefore(g,', 's);', '})();']"
100312,20160216183230,"['(function', ""i['GoogleAnalyticsObject']"", 'r;', 'i[r]', 'i[r]', '()', '(i[r].q', 'i[r].q', '[]).push(arguments)', 'i[r].l', 'Date();', 's.createElement(o),', 's.getElementsByTagName(o)[0];', 'a.async', 'a.src', 'g;', 'm.parentNode.insertBefore(a,', '})(window,', ""'script',"", ""'ga');"", ""ga('create',"", ""'UA-36441709-1',"", ""'auto');"", ""ga('send',"", ""'pageview');"", '_paq', '_paq', ""_paq.push(['trackPageView']);"", ""_paq.push(['enableLinkTracking']);"", '(function', '()', ""_paq.push(['setTrackerUrl',"", ""'piwik.php']);"", ""_paq.push(['setSiteId',"", '1]);', ""d.createElement('script'),"", ""d.getElementsByTagName('script')[0];"", 'g.type', ""'text/javascript';"", 'g.async', 'g.defer', 'g.src', ""'piwik.js';"", 's.parentNode.insertBefore(g,', 's);', '})();']"
100312,20160813174122,"['(function', ""i['GoogleAnalyticsObject']"", 'r;', 'i[r]', 'i[r]', '()', '(i[r].q', 'i[r].q', '[]).push(arguments)', 'i[r].l', 'Date();', 's.createElement(o),', 's.getElementsByTagName(o)[0];', 'a.async', 'a.src', 'g;', 'm.parentNode.insertBefore(a,', '})(window,', ""'script',"", ""'ga');"", ""ga('create',"", ""'UA-36441709-1',"", ""'auto');"", ""ga('send',"", ""'pageview');"", '_paq', '_paq', ""_paq.push(['trackPageView']);"", ""_paq.push(['enableLinkTracking']);"", '(function', '()', ""_paq.push(['setTrackerUrl',"", ""'piwik.php']);"", ""_paq.push(['setSiteId',"", '1]);', ""d.createElement('script'),"", ""d.getElementsByTagName('script')[0];"", 'g.type', ""'text/javascript';"", 'g.async', 'g.defer', 'g.src', ""'piwik.js';"", 's.parentNode.insertBefore(g,', 's);', '})();']"
100312,20170223181151,"['(function', ""i['GoogleAnalyticsObject']"", 'r;', 'i[r]', 'i[r]', '()', '(i[r].q', 'i[r].q', '[]).push(arguments)', 'i[r].l', 'Date();', 's.createElement(o),', 's.getElementsByTagName(o)[0];', 'a.async', 'a.src', 'g;', 'm.parentNode.insertBefore(a,', '})(window,', ""'script',"", ""'ga');"", ""ga('create',"", ""'UA-36441709-1',"", ""'auto');"", ""ga('send',"", ""'pageview');"", '_paq', '_paq', ""_paq.push(['trackPageView']);"", ""_paq.push(['enableLinkTracking']);"", '(function', '()', ""_paq.push(['setTrackerUrl',"", ""'piwik.php']);"", ""_paq.push(['setSiteId',"", '1]);', ""d.createElement('script'),"", ""d.getElementsByTagName('script')[0];"", 'g.type', ""'text/javascript';"", 'g.async', 'g.defer', 'g.src', ""'piwik.js';"", 's.parentNode.insertBefore(g,', 's);', '})();']"
100312,20170824082955,"['(function', ""i['GoogleAnalyticsObject']"", 'r;', 'i[r]', 'i[r]', '()', '(i[r].q', 'i[r].q', '[]).push(arguments)', 'i[r].l', 'Date();', 's.createElement(o),', 's.getElementsByTagName(o)[0];', 'a.async', 'a.src', 'g;', 'm.parentNode.insertBefore(a,', '})(window,', ""'script',"", ""'ga');"", ""ga('create',"", ""'UA-36441709-1',"", ""'auto');"", ""ga('send',"", ""'pageview');"", '_paq', '_paq', ""_paq.push(['trackPageView']);"", ""_paq.push(['enableLinkTracking']);"", '(function', '()', ""_paq.push(['setTrackerUrl',"", ""'piwik.php']);"", ""_paq.push(['setSiteId',"", '1]);', ""d.createElement('script'),"", ""d.getElementsByTagName('script')[0];"", 'g.type', ""'text/javascript';"", 'g.async', 'g.defer', 'g.src', ""'piwik.js';"", 's.parentNode.insertBefore(g,', 's);', '})();']"
100312,20180224035519,"['(function', ""i['GoogleAnalyticsObject']"", 'r;', 'i[r]', 'i[r]', '()', '(i[r].q', 'i[r].q', '[]).push(arguments)', 'i[r].l', 'Date();', 's.createElement(o),', 's.getElementsByTagName(o)[0];', 'a.async', 'a.src', 'g;', 'm.parentNode.insertBefore(a,', '})(window,', ""'script',"", ""'ga');"", ""ga('create',"", ""'UA-36441709-1',"", ""'auto');"", ""ga('send',"", ""'pageview');"", '_paq', '_paq', ""_paq.push(['trackPageView']);"", ""_paq.push(['enableLinkTracking']);"", '(function', '()', ""_paq.push(['setTrackerUrl',"", ""'piwik.php']);"", ""_paq.push(['setSiteId',"", '1]);', ""d.createElement('script'),"", ""d.getElementsByTagName('script')[0];"", 'g.type', ""'text/javascript';"", 'g.async', 'g.defer', 'g.src', ""'piwik.js';"", 's.parentNode.insertBefore(g,', 's);', '})();']"
100312,20180817214326,"['(function', ""i['GoogleAnalyticsObject']"", 'r;', 'i[r]', 'i[r]', '()', '(i[r].q', 'i[r].q', '[]).push(arguments)', 'i[r].l', 'Date();', 's.createElement(o),', 's.getElementsByTagName(o)[0];', 'a.async', 'a.src', 'g;', 'm.parentNode.insertBefore(a,', '})(window,', ""'script',"", ""'ga');"", ""ga('create',"", ""'UA-36441709-1',"", ""'auto');"", ""ga('send',"", ""'pageview');"", '_paq', '_paq', ""_paq.push(['trackPageView']);"", ""_paq.push(['enableLinkTracking']);"", '(function', '()', ""_paq.push(['setTrackerUrl',"", ""'piwik.php']);"", ""_paq.push(['setSiteId',"", '1]);', ""d.createElement('script'),"", ""d.getElementsByTagName('script')[0];"", 'g.type', ""'text/javascript';"", 'g.async', 'g.defer', 'g.src', ""'piwik.js';"", 's.parentNode.insertBefore(g,', 's);', '})();']"
100312,20190122163041,Good
100312,20201101004515,Good
100312,20210828145348,"['()', 'Date();', '()']"
100312,20210920230540,Good
651594,20130524145830,Good
651594,20131122154341,"['(function', ""i['GoogleAnalyticsObject']"", 'r;', 'i[r]', 'i[r]', '()', '(i[r].q', 'i[r].q', '[]).push(arguments)', 'i[r].l', 'Date();', 's.createElement(o),', 's.getElementsByTagName(o)[0];', 'a.async', 'a.src', 'g;', 'm.parentNode.insertBefore(a,', '})(window,', ""'script',"", ""'ga');"", ""ga('create',"", ""ga('send',"", ""'pageview');""]"
651594,20140625113526,"[""ga('send',"", '()', '()', '(function', '()', '()', '()', '()', '()', '()', '()', '()', '()', '(function', ""i['GoogleAnalyticsObject']"", 'r;', 'i[r]', 'i[r]', '()', '(i[r].q', 'i[r].q', '[]).push(arguments)', 'i[r].l', 'Date();', 's.createElement(o),', 's.getElementsByTagName(o)[0];', 'a.async', 'a.src', 'g;', 'm.parentNode.insertBefore(a,', '})(window,', ""'script',"", ""'ga');"", ""ga('create',"", ""ga('send',"", ""'pageview');""]"
651594,20141227084243,"['(function', 'g;', '()', '()', 'a.async', 'a.src', ""ga('send',"", ""ga('send',"", '()', '()', '(function', '()', '()', '()', '()', '()', '()', '()', '()', '()', '(function', ""i['GoogleAnalyticsObject']"", 'r;', 'i[r]', 'i[r]', '()', '(i[r].q', 'i[r].q', '[]).push(arguments)', 'i[r].l', 'Date();', 's.createElement(o),', 's.getElementsByTagName(o)[0];', 'a.async', 'a.src', 'g;', 'm.parentNode.insertBefore(a,', '})(window,', ""'script',"", ""'ga');"", ""ga('create',"", ""ga('send',"", ""'pageview');""]"
651594,20150712145226,"['(function', ""'text/javascript';"", '(function', '()', 's);', '})();', '(function', 'g;', '()', '()', 'a.async', 'a.src', '(function', 'r;', 'i[r]', 'i[r]', '()', 'i[r].q', 'i[r].l', 'Date();', 's.getElementsByTagName(o)[0];', 'a.async', 'a.src', 'g;', 'm.parentNode.insertBefore(a,', ""'script',"", ""'pageview');"", '(function', '})(window,', ""'script',""]"
651594,20160127141516,"['(function', ""'text/javascript';"", '(function', '()', 's);', '})();', '(function', 'g;', '()', '()', 'a.async', 'a.src', '()', '(function', 'r;', 'i[r]', 'i[r]', '()', 'i[r].q', 'i[r].l', 'Date();', 's.getElementsByTagName(o)[0];', 'a.async', 'a.src', 'g;', 'm.parentNode.insertBefore(a,', ""'script',"", ""'pageview');"", '(function', '})(window,', ""'script',""]"
651594,20160715080500,"['Date();', '(function', ""'text/javascript';"", '(function', '()', 's);', '})();', '(function', 'g;', '()', '()', 'a.async', 'a.src', '(function', 'r;', 'i[r]', 'i[r]', '()', 'i[r].q', 'i[r].l', 'Date();', 's.getElementsByTagName(o)[0];', 'a.async', 'a.src', 'g;', 'm.parentNode.insertBefore(a,', ""'script',"", ""'pageview');""]"
651594,20170130181522,"['r;', 'i[r]', 'i[r]', '()', 'i[r].q', 'i[r].l', 'Date();', 's.getElementsByTagName(o)[0];', 'a.async', 'a.src', 'g;', 'm.parentNode.insertBefore(a,', ""'script',""]"
651594,20170430071621,Good
652547,20140805174604,"['s);', '})();', ""ga('create',"", ""'auto');"", ""ga('create',"", ""ga('send',"", ""'pageview');""]"
652547,20141029045835,"['s);', '})();', 's);', '})();', ""ga('create',"", ""'auto');"", ""ga('create',"", ""ga('send',"", ""'pageview');""]"
652547,20150424193019,"['s);', '})();', 's);', '})();', ""ga('create',"", ""'auto');"", ""ga('create',"", ""ga('send',"", ""'pageview');""]"
652547,20151030214433,"['s);', '})();', 's);', '})();', ""ga('create',"", ""'auto');"", ""ga('create',"", ""ga('send',"", ""'pageview');""]"
652547,20160427200428,"['s);', '})();', 's);', '})();', ""ga('create',"", ""'auto');"", ""ga('create',"", ""ga('send',"", ""'pageview');""]"
652547,20161030212944,"['[]).push(arguments)', ""'text/javascript';"", ""'script',""]"
652547,20170428073654,Good
652547,20171021003652,Good
652547,20180216120231,Good
652547,20210313163734,Good
652547,20211022082902,Good
652547,20220305113401,Good
652547,20221014022955,Good
652547,20230211064800,Good
652547,20230529082011,Good
230198,20090204145417,Good
230198,20090227051932,Good
230198,20090828134248,Good
230198,20100223014604,Good
230198,20100830214601,Good
230198,20110227003246,['r;']
230198,20110829153752,"['})();', ""'text/javascript';"", 's);', '})();']"
230198,20120228070015,"[""'text/javascript';"", 's);', '})();', '})();']"
230198,20120829152609,"['s);', '})();', '(function', 's);', 'Date();', 's);', '})();', '})();', '})();', '})();']"
230198,20130227013851,"['s);', '})();', '})();', '})();', ""'text/javascript';"", 's);']"
230198,20130826094607,"['s);', '})();', '})();', '})();', ""'text/javascript';"", 's);']"
230198,20140227235242,"['s);', '})();', '})();']"
230198,20140830163106,Good
230198,20150224054405,Good
230198,20150828181453,"['(function', '()', '()', '()', '})();']"
230198,20160228105846,Good
230198,20160830062026,"[""ga('create',"", ""ga('send',"", ""'pageview');""]"
230198,20170227212513,"[""ga('create',"", ""ga('send',"", ""'pageview');""]"
230198,20170830231734,"[""ga('create',"", ""ga('send',"", ""'pageview');""]"
230198,20180227221912,"[""ga('create',"", ""ga('send',"", ""'pageview');""]"
230198,20180830154645,"[""ga('create',"", ""ga('send',"", ""'pageview');"", ""ga('send',""]"
230198,20190227185744,"[""ga('create',"", ""ga('send',"", ""'pageview');"", ""ga('send',""]"
230198,20190830230442,Good
230198,20200228224010,"['()', '()', '()', '()', '()']"
230198,20200830232348,Good
230198,20210227234718,Good
230198,20210607211557,Good
613107,20111007130738,"[""'text/javascript';"", 's);', '})();', '})();']"
613107,20111011232830,"[""'text/javascript';"", 's);', '})();', '})();']"
613107,20120425155357,"[""'text/javascript';"", 's);', '})();']"
613107,20121011014125,"[""'text/javascript';"", 's);', '})();', ""'text/javascript';"", '})();']"
613107,20130423073033,"[""'text/javascript';"", 's);', '})();']"
613107,20131024152004,"[""'text/javascript';"", 's);', '})();']"
613107,20140428124334,"[""'text/javascript';"", 's);', '})();']"
613107,20141029194323,Good
613107,20150429202749,Good
613107,20151030212931,Good
613107,20160429115259,Good
613107,20161030130801,Good
613107,20170429133940,['})();']
613107,20171030231530,['})();']
613107,20180429230805,Good
613107,20181030235447,Good
613107,20190429194748,Good
613107,20191030233221,Good
613107,20200429232432,Good
613107,20201030235704,MissingFile
613107,20210429231904,"['const', 'Date();', ""ga('create',"", ""ga('send',"", ""ga('create',"", 'const', '})();']"
613107,20211030234953,"['const', '})();']"
613107,20220429231914,"['const', '})();']"
613107,20221030233729,"['const', '})();', '()', '})();']"
613107,20230429192856,"['const', '})();', 'const', '})();', '(function', '()', '})();', '(function', '()', '})();']"
613107,20230605120824,"['const', '})();', 'const', '})();', '(function', '()', 'const', '})();']"
84977,20031004101518,Good
84977,20031020191920,Good
84977,20040519192432,Good
84977,20041230091729,Good
84977,20050629094320,Good
84977,20051230184548,['Date();']
84977,20060113154531,['Date();']
